2024-03-06 19:54:52.811 | INFO     | __main__:main:100 - model_type:gpt-4-1106-preview
2024-03-06 19:54:56.711 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:57.061 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:57.325 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:57.674 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:57.981 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:58.495 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:58.801 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:59.057 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:59.315 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:59.544 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:54:59.849 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:00.133 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:00.369 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:00.749 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:00.982 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:01.241 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:01.494 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:01.775 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:02.081 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:02.327 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:02.566 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:02.898 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:03.204 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:03.466 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:03.736 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:04.018 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
2024-03-06 19:55:04.287 | ERROR    | __main__:_classify_comment_with_openai:222 - Error code: 400 - {'error': {'message': "'messages' must contain the word 'json' in some form, to use 'response_format' of type 'json_object'.", 'type': 'invalid_request_error', 'param': 'messages', 'code': None}}
