2024-07-29 18:48:59.095 | INFO     | __main__:main:115 - model_type='gpt-3.5-turbo-1106'
2024-07-29 18:49:35.676 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:36.448 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:37.269 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:38.061 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:38.903 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:39.459 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:40.075 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:40.596 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:41.133 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:41.968 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:42.518 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:43.362 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:44.213 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:44.817 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:45.645 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:46.181 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:47.098 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:47.647 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:48.243 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:49.022 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:49.798 | INFO     | __main__:annotate_subcategory:175 - subcategory:Irrelevant
2024-07-29 18:49:50.344 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:50.925 | INFO     | __main__:annotate_subcategory:175 - subcategory:Relevant
2024-07-29 18:49:50.936 | INFO     | __main__:main:201 - Done subcategory classification. Saved to /Users/heste/workspace/soccernet/sn-script/database/20240729_gpt-3.5-turbo-1106_subcategory_llm_annotation.csv
