id,game,start,end,text,付加的情報か,大分類,小分類,備考
3921,2015-09-15 - 21-45 Galatasaray 0 - 2 Atl. Madrid,23:47,23:51,Burak is turning.,,,,
778,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,01:09,01:16,He scored a yellow-red goal in Lviv.,,,,
955,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,39:51,39:59,"Ribéry, quickly with Lewandowski.",,,,
3894,2015-09-15 - 21-45 Galatasaray 0 - 2 Atl. Madrid,22:11,22:15,He shoots the header.,,,,
2387,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,38:07,38:09,I think he's capable of it.,,,,
2674,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,20:21,20:52,That's why the great good of European football covered his signature.,,,,
5776,2017-01-21 - 19-00 Nantes 0 - 2 Paris SG,29:38,29:40,Trapp!,,,,
674,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,24:47,24:57,But I think everybody knew Cristiano Ronaldo was going to go for goal from that position.,,,,
5753,2017-01-21 - 19-00 Nantes 0 - 2 Paris SG,03:48,03:52,It's going to move.,,,,
2362,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,35:48,35:54,And got themselves right back in the game.,,,,
1725,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,09:09,09:17,Although it's just going to beat Marquinhos.,,,,
2594,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,14:43,15:04,Chalhanoglu helps it on towards Kiesling.,,,,
6331,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,09:45,09:54,I must say that they are taking advantage of the change of rules.,,,,
1948,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,32:17,32:20,This is not good for PSG.,,,,
3311,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,32:45,32:49,The ball continues to be on the left side.,,,,
2687,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,21:33,21:54,Hilbert under pressure from Costa.,,,,
5127,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,22:42,23:06,Ventus again.,,,,
6709,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,38:09,38:25,"Intuitive Marcelo, that opening by Fran Beltran, made Kevin doubt just enough so that no one touched the ball.",,,,
961,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,40:12,40:16,Meha is actually the right one on the ball.,,,,
3201,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,11:17,11:24,In a practically full Camp Nou.,,,,
5335,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,38:28,38:41,"They say he was on the list of Aurelio de Laurentiis, the president of Naples, after the sale of Gonçalo Higuain.",,,,
3121,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,08:22,08:25,Intensity in the attack of the Barcelona football club.,,,,
1661,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,02:46,02:51,Penalty shout at both ends.,,,,
3468,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,41:24,41:28,It's a very tight ball.,,,,
4796,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,44:42,44:52,You have to say Arsenal have done well with that.,,,,
6739,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,39:37,39:41,Lobotka.,,,,
953,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,39:39,39:46,First from Kacunga and last from Lukas Rupp.,,,,
414,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,06:50,06:59,Laura now in possession looking for a free kick that doesn't come.,,,,
607,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,20:46,20:51,Lowry lost track of it.,,,,
2990,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:20,01:24,Vermaelen for Macerano.,,,,
2587,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,14:23,14:34,They were incredible.,,,,
2938,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:56,41:08,Teams that will consider those positions to be the minimum of their domestic requirements for this season again.,,,,
6243,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,04:39,04:44,"It was not his natural position, but he had many casualties in that demarcation.",,,,
1716,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,08:07,08:15,And now the card is being shown.,,,,
502,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,12:40,12:44,"Isco, little flick to the back post.",,,,
5234,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,32:00,32:06,Because there are many people who want to buy an Italian star.,,,,
1029,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,01:49,01:57,"I think I have the statistics, and Ivanovic has scored 27 goals since August 2010.",,,,
6510,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,24:44,24:50,I think he trusts a lot that he will have space and that he can kill him on the counter.,,,,
4565,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,25:47,25:52,"I think he's a good player, Adam Lallana.",,,,
1710,2015-04-05 - 22-00 Marseille 2 - 3 Paris SG,07:42,07:51,And he gives them stability in the heart of the midfield.,,,,
3664,2015-09-15 - 21-45 Galatasaray 0 - 2 Atl. Madrid,08:21,08:27,Burak.,,,,
5612,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,30:06,30:22,Maybe they changed their mind.,,,,
6531,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,25:52,26:00,"You can whistle a foul, you can not whistle a foul and therefore the VAR does not enter there.",,,,
5852,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,05:03,05:11,Cristiano Ronaldo's goal is repeated.,,,,
3485,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,42:12,42:17,Sergi Roberto getting ready for a shot.,,,,
2327,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,33:51,33:53,Aspire Cueta.,,,,
5077,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,17:10,17:20,Keline.,,,,
1318,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,24:13,24:16,This is what we are saying.,,,,
885,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,18:12,18:29,"This is a very powerful football game that the team of André Breitenreiter offers in this early phase, but they are set for it.",,,,
3940,2015-09-15 - 21-45 Galatasaray 0 - 2 Atl. Madrid,24:55,25:02,Atletico Madrid scored the twelfth goal.,,,,
1207,2015-02-21 - 18-00 Chelsea 1 - 1 Burnley,14:07,14:12,"And he didn't just know, he scored a perfect goal.",,,,
529,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,15:12,15:35,On Cruz brings him down it'll be another free kick they'll have to be taken a few meters back.,,,,
707,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,28:26,28:39,"It's a failed interception, Ronaldo has Benzema inside, can't get around Lopo.",,,,
890,2015-02-21 - 17-30 Paderborn 0 - 6 Bayern Munich,18:47,19:01,All attacks are thrown in by the Spanish ex-world champion.,,,,
2507,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,06:23,06:32,The pitch is strangely in poor condition normally early on in the season.,,,,
5004,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,12:08,12:20,He saves the ball.,,,,
636,2015-02-14 - 20-00 Real Madrid 2 - 0 Dep. La Coruna,22:10,22:16,Cristiano Ronaldo.,,,,
