id,game,half,start,end,text
20,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,80.68,82.68, Curdwell the Chelsea goalkeeper
21,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,85.95,86.95, In by Punchin
22,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,87.95,88.95, Out by Ivanovic
23,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,89.95,92.32, Get by Suare
24,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,95.21,97.21, Punchin coming back from an offside position
25,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,97.71,99.71, Just where you want as well in the wayside zone
26,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,99.71,102.71, He just had it in the opposition's last third
27,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,102.71,105.71," Right in the early stages of the game, too many teams just come to Chelsea"
28,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,105.71,109.71," And just sit back, I've really been looking forward to this game all week"
29,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,109.71,112.71, I think really Palace can give Chelsea a game this afternoon
30,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,112.71,115.71, And obviously I think Chelsea are going to progress as the season goes on
31,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,115.71,117.71, So it's set up nicely
32,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,120.47,123.47, Palace who began the season with a 3-1 away win
33,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,123.47,125.47, And newly promoted Norwich
34,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,131.11,132.11, Ivanovic
35,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,133.11,134.11, Now Matic
36,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,134.61,145.77," Hazard has got a problem here, just lost his footing there"
37,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,145.77,148.34," Yeah, just a"
38,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,149.34,151.34, Slight groin there I think because
39,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,151.34,154.34," Kabaya put him under a little bit of pressure, tried to nick the ball"
40,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,154.34,156.34, Just knocked him off balance as he was dribbling and
41,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,156.34,160.34," Just shaking himself off a little bit there, Hazard just looked like he's strained"
42,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,160.34,165.72, Balacueta
43,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,166.72,168.72, Has seen off all comers in that left back position
44,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,168.72,169.72, For Chelsea
45,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,170.72,176.81, Goal for him on his
46,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,177.81,179.81," Chelsea debut last weekend, goal and an assist"
47,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,180.31,181.31, At West Brom
48,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,184.97,187.97," Just what they needed Chelsea, to freshen it up, someone with a little bit of pace that"
49,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,187.97,190.97," Aside from when he's got the ball, when he hasn't got it"
50,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,190.97,192.97, He'll get after it straight away
51,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,192.97,194.97, And that's the cue for the rest of the team
52,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,195.97,196.97, Ivanovic
53,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,203.82,204.82, Ivanovic
54,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,204.82,207.82," Ivanovic looking for help, Willian has provided it"
55,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,208.82,210.82, Eventually he's dispossessed by Kabaya
56,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,210.82,215.03, To be given the ball to Matic
57,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,215.03,220.54, Ivanovic
58,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,225.1,227.92, Ivanovic again
59,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,227.92,229.92, Good play down that right hand side from Chelsea
60,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,230.42,231.42, Pedro eventually had his shot
61,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,231.42,235.42," Trust me I told you we'd be busy, first goal of the afternoon has come at Anfield"
62,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,235.42,239.42," But not for Liverpool, Manuel Lanzini at the back post"
63,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,239.42,243.42," Scruffy little opener but West Ham don't care, what a start"
64,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,244.42,247.42, Back to Ivanovic and then he fires over the top as well but
65,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,247.42,249.42, Nice and sharp in that last third
66,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,249.42,260.15, How much more business will Chelsea do before the transfer window closes
67,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,260.15,262.15, At the start of next week
68,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,262.65,267.65," The link repeatedly with John Stones, the Everton defender"
69,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,267.65,272.65, Talk of the bid going up from just over 20 million to close to 40 million
70,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,272.65,276.65, Everton and their owner Bill Kenwright making it absolutely clear that they're going to hold on to it
71,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,279.66,281.66, Further speculation yesterday that
72,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,281.66,286.66, Chelsea might also make a move for the French international midfielder Paul Pogba
73,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,286.66,288.66, Of Juventus
74,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,288.66,292.81, Such as a revolving door in football
75,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,293.31,299.31, Julian Draxler's move from Schalke of Germany to Juventus suggests that
76,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,299.31,304.31, There might be an opportunity for the Italians to reach the Champions League final
77,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,304.31,306.31, To say goodbye to Pogba
78,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,309.77,312.77, Countdowns today for all the Crystal Palace staff
79,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,313.77,317.77, Mark of respect for Yannick Bellassi's father who died last weekend but
80,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,317.77,321.77, Bellassi is on the bench for Palace again today
81,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,322.27,326.27, Both his parents used to watch all his games
82,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,326.27,329.03, Saka
83,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,329.03,333.5, By the way Palace are lining up
84,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,333.5,336.5, Connor Wickham up front really the furthest up front
85,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,336.5,340.5, He's the spearhead of the attack but there's plenty of pace in and around him
86,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,341.5,342.5, Saka
87,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,342.5,344.5, Now punching in the central area
88,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,344.5,350.14, Punching
89,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,350.14,352.14, Giving Matic the slip
90,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,352.14,358.52, Taking on Ivanovic
91,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,358.52,363.82, Let's get the corner
92,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,363.82,367.82, Well he's been gut at the last couple of weeks hasn't he Ivanovic in that right back spot
93,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,367.82,370.32, They'll target him today one-on-one situations
94,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,370.32,372.32, A little bit unlucky here
95,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,372.32,375.32, Zaha gets the ball with his feet tries to get to the dead ball line
96,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,375.32,377.32, Twisting and turning Ivanovic but
97,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,377.32,379.32, This time he defends well
98,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,379.32,381.32, Gets his block in
99,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,381.32,384.32, Palace have got that attacking option up there all around Wickham
100,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,385.32,390.32, Palace have shown already this season that they can be inventive with their saclés
101,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,390.32,392.32, But it's not the best example
102,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,392.32,405.28, It's very important when you have got that pace the likes of Saka and Zaha
103,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,405.78,409.78, Punching in the middle of the park there that you have someone who can supply the passes
104,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,409.78,411.78, And the acquisition of Kabay has been outstanding
105,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,411.78,414.78, He's the one who can see a pass that fraction of a second earlier
106,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,414.78,417.78, And obviously release those players that bit quicker
107,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,417.78,424.04, Alan Pardew at Newcastle
108,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,425.04,434.01, Wickham's challenge
109,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,434.01,441.92, And you can see a little bit of a changing around in those three behind Costa already
110,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,441.92,443.92," You've got Pedro, Willian and Hazard"
111,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,443.92,446.92, They're going to rotate they won't be like
112,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,446.92,449.92, Liking to get stuck left right and middle so to speak
113,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,449.92,451.42, You'll find them rotating during the game
114,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,452.42,462.56, He's really developed at Stamford Bridge in the last 12 months or so
115,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,463.56,466.56, And even made his Premier League debut at this time last year
116,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,466.56,480.2," Fabregas, Ivanovic"
117,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,481.2,490.19, Of course initially gave Palace the advantage
118,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,493.52,494.52," Good start for Palace, Tony"
119,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,494.52,496.52, We're only just coming up to the eight minute mark
120,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,496.52,499.52, But they've started really well on the front foot
121,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,499.52,502.52, Trying to close Chelsea down there trying to meet them high as well
122,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,502.52,504.52, They're not allowing Chelsea to have possession
123,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,504.52,506.52, Easy in that back line
124,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,507.52,509.52, Every time Maciej gets the ball someone gets around him
125,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,509.52,511.52, Because Maciej is the one that starts it off
126,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,511.52,513.52, And they have to stop that supply
127,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,524.41,525.41, That same towards Wickham
128,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,526.41,528.41, And a jump by Maciej
129,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,528.41,535.14, They go past it
130,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,535.14,537.14, Too many of these anymore direct from a free kick
131,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,537.14,539.14, But Sunderland have just come up with one
132,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,539.14,541.14, The away teams are at it again
133,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,541.14,544.14, Jan and Villa this time with a beautifully struck free kick
134,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,544.14,547.14, But I'm guessing questions will be asked in the Villa defence
135,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,547.14,549.14, Sunderland lead 1-0
136,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,551.02,553.02, Inventful fixture which you saw
137,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,554.02,555.02, In October of last year
138,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,555.02,557.02, It was one which was marked by
139,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,557.02,558.02, A couple of dismissals
140,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,558.02,560.02, Delaney sent off for Palace
141,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,560.02,563.02, And Aspela Queta for Chelsea
142,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,563.02,566.02, And again it was refereed by today's referee
143,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,566.02,567.02, Craig Thorson
144,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,567.02,569.02, Yeah and I think both the decisions were correct ones
145,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,569.02,571.02," The two sending offs, one for Delaney"
146,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,572.02,574.02, Obviously and Aspela Queta
147,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,574.02,575.02, He's was a straight red
148,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,575.02,576.52, But it was a good game of football
149,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,576.52,578.02, I must admit and
150,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,578.52,580.52, I don't think this one is going to be any different today
151,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,582.52,584.52, Has changed at Palace since then
152,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,584.52,588.79, Wormuth was in charge
153,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,588.79,595.21, Has taken a change of direction in the new year when they
154,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,596.21,597.21, Turned to Alan Pardew
155,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,598.21,599.21, Hazard
156,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,599.21,608.37, Again by Zouma
157,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,609.37,616.97, Now his old Barcelona buddy Fabregas
158,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,618.97,619.97, Hedra again
159,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,620.97,622.97, This is where Palace has just dropped off now
160,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,622.97,623.97, Just dropped off a little bit deeper
161,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,623.97,625.97, When Chelsea have got good possession
162,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,626.47,627.47, Then they have to drop off
163,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,628.47,630.47, And you've got to stop Chelsea getting in between the lines
164,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,632.85,639.51, Willian
165,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,639.51,640.51, Acosta passed by Willian
166,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,641.51,642.51, Fabregas
167,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,645.78,646.78, For 1-1 Villa Park
168,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,646.78,647.78, Penalty
169,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,647.78,648.78, Great chance to respond
170,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,648.78,649.78, Haven't held the league
171,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,649.78,650.78, Long enough
172,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,650.78,651.78, Lee Katamal
173,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,651.78,652.78, With a ridiculous challenge
174,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,652.78,654.78, Giving away the penalty
175,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,654.78,656.78, Sinclair fresh from his
176,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,656.78,658.78, Goal scoring exploits in midweek
177,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,659.78,660.78, No problem
178,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,660.78,661.78, 1-1
179,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,662.78,666.89, Diego Acosta
180,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,674.04,675.04, Lots of good Chelsea passing
181,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,675.04,678.04, But really can't get in between the Palace players there
182,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,678.04,679.04, That's good defending
183,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,680.04,681.04, This is what they don't want
184,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,681.04,683.04, Palace to leave Conor Wickham isolated
185,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,683.04,684.04, Against the two
186,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,684.04,685.04, Zouma and Cahill
187,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,685.04,686.04, They've got to
188,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,686.04,687.04, Even when they break play up
189,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,687.04,688.04, They've got to be brave
190,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,688.04,689.04, And try to pass it out
191,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,689.04,691.04, Rather than trying to hit the front man straight away
192,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,691.04,692.04, Who's going to become isolated
193,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,693.04,702.18, Wickham is scored for Sutherland here
194,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,703.18,704.18, In the early part of last year
195,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,705.18,706.18, The one and only
196,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,706.18,707.18, Defeat
197,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,707.18,708.18, In Figueroa
198,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,708.18,709.18, Jose Mourinho's
199,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,709.18,709.68, Chelsea
