id,game,half,start,end,text
28,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,150.037,159.726," Slight groin there, I think, because Caballa put him under a little bit of pressure, tried to nick the ball, just knocked him off balance as he was dribbling, and just shaking himself off a little bit there, Hazard, just looked like he was strained."
29,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,161.788,161.948,Keha.
30,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,161.968,166.673,Matt Belakweta.
31,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,166.693,169.996,Seen off all comers in that left-back position for Chelsea.
32,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,172.898,173.199,Pedra.
33,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,176.192,204.131, goal for him on his Chelsea debut last weekend goal and an assist at West Brom just what they needed Chelsea to freshen it up some of them with a little bit of pace that aside from when he's got the ball when he hasn't got it he'll get after it straight away and that's the cue for the rest of the team Ivanovic now Hazard Willian Ivanovic
34,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,205.233,206.194, Ivanovic looking for help.
35,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,206.494,207.495,Willian has provided it.
36,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,208.076,210.538,Eventually he's dispossessed by Caban.
37,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,210.998,214.401,He's promptly given the ball to Matic.
38,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,215.442,219.145,Willian.
39,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,219.185,224.029,Set free by Ivanovic.
40,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,224.49,225.591,Ivanovic again.
41,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,227.833,229.915, Good play down that right-hand side from Chelsea.
42,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,229.975,231.497,Pedro eventually had his shot blocked.
43,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,231.517,232.899,"Trust me, I told you we'd be busy."
44,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,232.959,235.321,First goal of the afternoon has come at Anfield.
45,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,235.521,236.903,But not for Liverpool.
46,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,236.963,238.925,Manuel Lanzini at the back post.
47,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,239.245,241.728,"Scruffy little opener, but West Ham don't care."
48,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,241.988,242.709,What a start.
49,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,243.971,248.716,"He's back to Ivanovic and then he fires over the top as well, but nice and sharp in that last third."
50,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,255.461,261.287, How much more business will Chelsea do before the transfer window closes at the start of next week?
51,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,263.31,267.094,"The link repeatedly with John Stones, the Everton defender."
52,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,267.855,271.599,Talk of the bid going up from just over 20 million to close to 40 million.
53,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,271.679,276.304,Everton and their owner Bill Kenwright making it absolutely clear that they're going to hold on to it.
54,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,279.977,306.336, further speculation yesterday that Chelsea might also make a move for the French international midfielder Paul Pogba of Juventus such as a revolving door in football Julian Draxler's move from Schalke of Germany to Juventus suggests that there might be an opportunity for the Italians who reached the Champions League final to say goodbye to Pogba
55,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,309.619,312.562, Black armbands today for all the Crystal Palace staff.
56,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,313.483,318.068,A mark of respect for Yannick Balassi's father who died last weekend.
57,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,318.108,321.552,But Balassi is on the bench for Palace again today.
58,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,323.374,325.796,Both his parents used to watch all his games.
59,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,328.879,329.16,Saka.
60,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,332.059,333.74, I like the way Palace are lining up.
61,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,333.76,336.341,"Conor Wickham up front really, the furthest up front."
62,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,336.401,341.503,"He's the spearhead of the attack, but there's plenty of pace in and around him."
63,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,341.523,341.803,Zaka.
64,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,343.004,344.424,Now punching in the central area.
65,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,348.446,348.646,Ward.
66,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,350.007,350.367,Punching.
67,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,350.867,351.887,Giving Matic the slip.
68,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,355.709,356.149,Zaha.
69,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,357.029,357.95,Taking on Ivanovic.
70,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,362.005,362.765, Palace get the corner.
71,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,363.806,367.488,"Well, he's been got at the last couple of weeks, hasn't he, Ivanovic, in that right-back spot."
72,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,367.568,369.089,No doubt they'll target him today.
73,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,369.189,370.41,One-on-one situations.
74,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,371.29,372.391,A little bit unlucky here.
75,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,372.411,375.092,"Zard gets the ball to his feet, tries to get to the dead ball line."
76,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,375.432,378.714,"Twisting and turning, Ivanovic, but this time he defends well."
77,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,379.134,379.815,Gets his block in.
78,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,381.315,384.557,Palace have got that attacking option up there all around Wickham.
79,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,386.098,389.54,Palace have shown already this season that they can be inventive with their set plays.
80,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,390.776,392.017, that is not the best example.
81,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,401.021,411.927,"It seems very important when you have got that place, the likes of Sakho and Zaha punching in the middle of the park there that you have someone who can supply the passes and the acquisition of Kabay has been outstanding."
82,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,412.427,417.63,He's the one who can see a pass that fraction of a second earlier and obviously release those players that bit quicker.
83,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,421.846,424.067, Dubai worked under Alan Pardew at Newcastle.
84,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,424.107,433.932,Wickens challenge.
85,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,437.634,441.856,And you can see a little bit of a changing around in those three behind Costa already.
86,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,441.876,443.797,"You've got Pedro, Willian and Hazard."
87,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,443.837,445.498,They're going to rotate.
88,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,445.538,449.42,"They won't be liking to get stuck left, right and middle, so to speak."
89,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,449.8,451.441,You'll find them rotating during the game.
90,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,458.82,463.623, Azuma has really developed at Stamford Bridge in the last 12 months or so.
91,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,463.663,466.445,He made his Premier League debut at this time last year.
92,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,466.505,466.965,Matic.
93,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,466.985,467.325,Fabregas.
94,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,467.365,467.645,Now Ivanovic.
95,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,487.486,489.848, Craig Coulson initially gave Palace the advantage.
96,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,489.868,494.672,"Good start for Palace, Tony."
97,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,494.712,501.097,"We're only just coming up to the eight-minute mark, but they've started really well on the front foot, trying to close Chelsea down."
98,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,501.117,502.538,They're trying to meet them high as well.
99,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,502.558,506.401,They're not allowing Chelsea to have possession easy in that back line.
100,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,506.421,513.187,"Every time Matic gets the ball, someone gets around him, because Matic is the one that starts it off, and they have to stop that supply."
101,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,524.431,525.492, That same towards Weka.
102,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,526.953,528.234,And jump by Matic.
103,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,528.855,535.1,Diego Costa.
104,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,535.821,539.244,"Too many of these anymore, direct from a free kick, but Sunderland have just come up with one."
105,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,539.944,541.305,The away teams are at it again.
106,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,541.646,547.731,"Jan and Bia this time with a beautifully struck free kick, but I'm guessing questions will be asked in the Villa defence."
107,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,547.971,548.591,"Sunderland lead, 1-0."
108,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,550.743,555.225, and bent for fixture which you saw in October of last year.
109,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,555.265,558.125,It was one which was marked by a couple of dismissals.
110,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,558.145,563.247,Delaney sent off for Palace and Azpilicueta for Chelsea.
111,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,563.267,566.668,"Again, that was refereed by today's referee, Greg Thorson."
112,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,566.688,570.229,"Yeah, and I think both the decisions were correct ones, the two sending off."
113,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,570.33,575.111,"One for Delaney, obviously, and Azpilicueta, he was a straight red."
114,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,575.171,577.352,"But it was a good game of football, I must admit, and..."
115,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,578.783,582.065, I don't think this one's going to be any different today.
116,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,582.125,584.466,"Well, it's changed at Palace since then."
117,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,586.047,588.529,Neil Wormack was in charge.
118,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,588.609,596.394,Palace taking a change of direction in the new year when they turned to Alan Pardew.
119,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,596.434,596.974,That's that.
120,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,597.134,598.635,And again by Zouma.
121,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,612.469,612.769, Pedro.
122,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,615.391,617.213,Now his old Barcelona buddy Fabregas.
123,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,618.914,619.455,Pedro again.
124,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,621.236,623.038,This is where Palace has just dropped off now.
125,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,623.058,624.319,Just dropped off a little bit deeper.
126,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,624.339,627.442,"When Chelsea have got good possession, then they have to drop off."
127,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,628.202,630.264,And you've got to stop Chelsea getting in between the lines.
128,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,632.746,633.026,Willian.
129,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,639.172,640.613,Super cross for a pass by Willian.
130,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,641.681,642.221, Fabregas.
131,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,644.562,646.943,Razaev for 1-1 at Villa Park.
132,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,647.044,647.484,Penalty.
133,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,647.684,648.784,Great chance to respond.
134,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,648.844,650.545,Haven't held the league long enough.
135,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,650.605,654.607,"Lee Catamol with a ridiculous challenge, giving away the penalty."
136,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,655.167,658.829,Sinclair fresh from his goal-scoring exploits in midweek.
137,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,660.13,661.37,No problem.
138,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,661.39,661.991,1-1.
139,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,666.393,667.013,Diego Costa.
140,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,673.681,677.683," Lots of good Chelsea passing, but really can't get in between the Palace players there."
141,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,677.703,678.623,That's good defending.
142,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,680.184,681.605,"Which is what they don't want, Palace."
143,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,681.725,685.647,"They've kind of left them isolated against the two, Zouma and Keogh."
144,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,686.467,692.43,"Even when they break play up, they've got to be brave and try to pass it out rather than trying to hit the front man straight away, who's going to become isolated."
145,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,700.598,728.161, a wicket who scored for Sunderland here in the early part of last year one and only defeat in 51 Jose Mourinho's Chelsea or home defeat in his two spells as a manager in the Premier League this is his 100th home fixture and to complete the symmetry it's his 200th game in the Premier League in charge of Chelsea Fabregas
146,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,733.649,734.009, Sacco dispossessed.
147,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,749.868,762.573," No real danger for the keeper there McCarthy that was an easy one to pick up but again Chelsea trying to move the ball about Palace just got caught in possession there, but that shouldn't frighten them."
148,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,762.593,778.079,They've still got to play their way out He didn't put any shoulder into that That would be a Palace free kick
149,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,779.158,781.739, That's a free kick which has irritated Jose Mourinho.
150,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,788.32,790.921,Sometimes I feel it's a little bit of an act down there for Jose.
151,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,791.001,792.961,"And he's acting for his own purposes, the team."
152,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,793.602,795.242,Trying to show his commitment to the team.
153,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,795.262,796.722,I think this is clearly a foul.
154,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,796.742,799.423,"Look, Willian just pushes into Ward."
155,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,799.463,800.323,That's clearly a foul.
156,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,800.343,801.904,So I don't think we can have any grumbles there.
157,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,801.924,805.064,But just trying to show his commitment to the team in the course.
158,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,806.105,806.905,Trying to get him going.
159,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,809.974,811.734, That's what the manager was saying this week.
160,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,811.814,814.355,"Chelsea, the team that everybody loves to see beaten."
161,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,814.395,815.936,"Of course, in that siege mentality."
162,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,816.056,816.356,In by Hazard.
163,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,816.376,816.576,Aflacueta.
164,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,845.612,846.453, Ambitious from William.
165,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,847.994,851.096,"Well, he doesn't mind having a go, but he's not got that great a goal-scoring record."
166,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,851.136,856.16,"I think he's a super player for Chelsea, whether he plays right, left or middle in the three behind Costa."
167,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,856.76,862.825,"Certainly works hard, gets after the ball, he's good on the ball, but that finishing shot or pass has got to improve."
168,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,862.845,870.551,"He's a quality player, but the real top, top quality players are judged by their final ball or their final strike on goal."
169,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,872.52,877.703, He's trying to claim a goal on the opening weekend when Chelsea were held here 2-2 by Swansea.
170,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,878.023,882.025,He was credited as a Federico Fernandes own goal eventually.
171,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,888.809,894.393,Jose Mourinho there trying to brush away a little bit of perspiration from under his eyes.
172,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,894.453,896.674,It is a hot and sticky afternoon in West London.
173,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,903.288,928.263, and respite this week for wilfred zahe played 90 minutes plus extra time for palace on tuesday when they defeated shrewsbury in the league cup
174,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,931.263,939.973, Chelsea have had a full week to prepare but they will lose a few from the training ground at Cobham this week as we do have another international break.
175,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,945.828,947.769, It does mean that there is a very disjointed start.
176,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,947.789,952.771,The Premier League campaign does it with the transfer window closing at the end of August.
177,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,952.831,958.914,"And then, no sooner have we got four fixtures out the way, there is another breather for two rounds of internationals."
178,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,959.354,962.516,"That's why it was important to get off to a quick start, which Chelsea haven't done."
179,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,962.536,963.516,They did last season.
