id,game,half,start,end,text
22,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,64.26,66.4," Back there, Saka, who's arrived from Wolverhampton,"
23,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,66.46,69.98, where he was top scorer in the championship last season.
24,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,69.98,70.98, His most...
25,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,70.98,71.84, Productive season.
26,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,72.7,74.9, And he scored against Aston Villa last weekend.
27,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,75.84,79.56, With Delaney for company.
28,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,79.64,81.18, Almost on the toes of...
29,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,81.18,82.58," Courtois, the Chelsea goalkeeper."
30,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,86.17,86.97, In by Punchen.
31,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,88.03,89.13, Now by Ivanovic.
32,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,89.73,92.42, By Suarez.
33,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,95.35,96.95, Punchen coming back from an offside position.
34,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,97.85,99.95," Just what you want as well, an away side, Tony."
35,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,100.01,102.57, Just out of it in the opposition's last third.
36,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,102.65,104.05, Right in the early stages of the game.
37,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,104.15,106.97, Too many teams just come to Chelsea and just sit back.
38,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,106.97,109.19, I've really been looking forward to this game all week.
39,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,109.67,109.97, I think really...
40,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,110.19,112.21, Palace can give Chelsea a game this afternoon.
41,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,112.63,115.61," And obviously, I think Chelsea are going to progress as the season goes on."
42,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,115.71,117.15," So, it's set up nicely."
43,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,118.29,122.99, Palace have begun the season with a 3-1 away win.
44,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,123.63,124.93, And newly promoted Norwich.
45,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,133.27,133.99, Now Matic.
46,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,134.47,144.27, But he's got a problem here.
47,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,144.33,145.41, He just lost his footing there.
48,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,145.79,148.88, Just a...
49,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,149.44,151.2," Slight groin there, I think."
50,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,151.34,153.2, Because Kabaye put him under a little bit of pressure.
51,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,153.34,154.02, Tried to nick the ball.
52,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,154.1,155.68, Just knocked him off balance as he was dribbling.
53,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,155.68,155.96, And...
54,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,155.96,157.84, Just shaking himself off.
55,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,157.84,158.4, A little bit there.
56,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,158.42,159.78, Hazard just looked like he's strained.
57,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,165.3,165.62, Aquata.
58,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,166.52,169.88, Seen off all comers in that left-back position for Chelsea.
59,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,170.7,179.19, All for him on his Chelsea debut last weekend.
60,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,179.31,180.21, Goal and an assist.
61,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,180.65,184.89, Led West from...
62,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,184.89,186.03," Just what they needed, Chelsea."
63,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,186.11,186.79, A freshening up.
64,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,186.87,188.17, Some of them with a little bit of pace that...
65,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,188.91,190.37, Aside from when he's got the ball.
66,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,190.43,192.61," When he hasn't got it, he'll get after it straight away."
67,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,192.91,194.35, And that's the cue for the rest of the team.
68,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,196.73,197.09, Ivanovic.
69,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,197.61,204.38, It's...
70,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,204.38,206.22, Ivanovic's looking for help.
71,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,206.5,207.4, Willian has provided it.
72,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,207.4,210.52, And eventually he's dispossessed by Kabaye.
73,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,210.88,214.25, And the ball to Matic.
74,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,215.29,220.52, Matic.
75,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,220.98,225.62, Matic again.
76,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,225.78,229.7, Played down that right-hand side from Chelsea.
77,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,229.94,231.2, Pedro eventually had his shot.
78,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,231.34,232.82," Trust me, I told you we'd be busy."
79,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,232.96,235.16, First goal of the afternoon has come at Anfield.
80,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,235.44,236.72, But not for Liverpool.
81,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,236.96,238.92, Manuel Lanzini at the back post.
82,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,239.22,240.12, Scruffy little opener.
83,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,240.5,241.66, But West Ham don't care.
84,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,241.94,242.62, What a start.
85,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,243.9,246.4, Back with Matic and then he fires over the top as well.
86,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,246.52,248.7, But nice and sharp in that last third.
87,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,249.28,257.07, How much more business will Chelsea do?
88,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,257.07,261.37, Before the transfer window closes at the start of next week.
89,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,263.13,266.99," I've been linked repeatedly with John Stones, the Everton defender."
90,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,267.75,271.95, Talk of the bid going up from just over 20 million to close to 40 million.
91,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,272.55,276.37, Everton and their owner Bill Kenwright making it absolutely clear that they're going to hold on to it.
92,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,279.86,287.92, I heard the speculation yesterday that Chelsea might also make a move for the French international midfielder Paul Pogba of Juventus.
93,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,288.56,292.01, Such is the revolt.
94,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,292.33,310.47, You can see the
95,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,310.57,310.67, move.
96,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,310.77,317.81, From Schalke of Germany to Juventus suggests that there might be an opportunity for the Italians to reach the Champions League final to say goodbye to Pogba.
97,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,317.91,320.17, Today for all the Crystal Palace staff.
98,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,322.01,323.75," Mark of respect for Yannick Balassi's father, who died last weekend."
99,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,323.81,324.85, But Balassi is on the bench for Palace again today.
100,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,324.89,329.13," all his games, Saka"
101,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,329.13,334.3," both Palace are lining up, Connor Wickham"
102,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,334.3,336.3," up front really, the furthest up front"
103,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,336.3,338.3, he's the spearhead of the attack
104,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,338.3,340.5, but there's plenty of pace in and around him
105,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,340.5,341.78, Saka
106,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,341.78,344.42, now punching in the central area
107,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,344.42,351.3," punching, giving Matic"
108,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,351.3,357.98," the slip, taking on Ivanovic"
109,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,357.98,362.76, the corner
110,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,362.76,365.62, well he's been got at the last couple of weeks
111,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,365.62,367.42, hasn't he Ivanovic in that right back spot
112,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,367.42,369.58," no doubt they'll target him today, one on one"
113,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,369.58,371.76," situations, a little bit"
114,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,371.76,373.6," unlucky, here's Saka, gets the ball to his feet"
115,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,373.6,375.08, tries to get to the dead ball line
116,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,375.08,377.06, twisting and turning Ivanovic but
117,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,377.06,379.44," this time he defends well, gets his"
118,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,379.44,379.78, blocking
119,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,379.78,383.7, Palace have got that attacking option up there all around
120,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,383.7,384.04, Wickham
121,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,384.04,387.5, Palace have shown already this season
122,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,387.5,389.64, that they can be inventive with their set plays
123,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,389.64,391.52, but it's not the best
124,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,391.52,401.84," example, it seems very important"
125,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,401.84,402.94, when you have got that pace
126,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,402.94,405.32, the likes of Saka and Zaha
127,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,405.32,407.42, punching in the middle of the park there
128,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,407.42,409.28, that you have someone who can supply the passes
129,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,409.28,411.84, and the acquisition of Kabay has been outstanding
130,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,411.84,413.66, he's the one who can see a pass
131,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,413.66,415.06, that fraction of a second earlier
132,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,415.06,417.64, and obviously release those players that bit quicker
133,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,417.64,424.82, Alan Pardew at Newcastle
134,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,424.82,433.89, Wickham's challenge
135,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,433.89,439.88, and you can see a little bit of a changing around
136,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,439.88,441.78, in those three behind Costa already
137,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,441.78,443.76," you've got Pedro, Willian and Hazard"
138,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,443.76,445.44, they're going to rotate
139,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,445.44,447.88, they won't be liking to get stuck
140,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,447.88,449.42," left, right and middle so to speak"
141,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,449.42,451.46, you'll find them rotating during the game
142,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,451.46,461.46, it's really developed at Stamford Bridge
143,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,461.46,462.72, in the last 12 months or so
144,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,463.16,465.08, and even made his Premier League debut
145,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,465.08,466.48, at this time last year
146,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,466.48,489.87, of course initially gave Palace the advantage
147,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,489.87,494.58, good start for Palace Tony
148,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,494.58,496.86, we're only just coming up to the 8 minute mark
149,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,496.86,498.16, but they've started really well
150,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,498.16,498.98, on the front foot
151,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,498.98,501.04, trying to close Chelsea down
152,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,501.04,502.46, they're trying to meet them high as well
153,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,502.46,504.4, they're not allowing Chelsea to have possession
154,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,504.4,506.46, easy in that back line
155,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,506.46,508.8, every time Matic gets the ball
156,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,508.8,509.92, someone gets around him
157,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,509.92,511.86, because Matic is the one that starts it off
158,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,511.86,513.2, and they have to stop that supply
159,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,513.2,524.99, that same to Wolves
160,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,525.01,526.01, towards Wickham
161,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,526.01,528.01, and jump by Matic
162,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,528.01,535.14, Costa
163,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,535.14,536.78, not too many of these anymore
164,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,536.78,537.84, direct from a free kick
165,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,537.84,539.24, but Sunderland have just come up with one
166,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,539.24,541.32, the away teams are at it again
167,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,541.32,542.88, Jan and Bia this time
168,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,542.88,544.52, with a beautifully struck free kick
169,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,544.52,546.58, but I'm guessing questions will be asked
170,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,546.58,547.76, in the Villa defence
171,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,547.76,549.26, Sunderland lead 1-0
172,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,549.26,553.06, fixture which you saw
173,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,553.06,555.24, in October of last year
174,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,555.24,556.82, was one which was marked by
175,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,556.82,558.08, a couple of dismissals
176,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,558.08,560.32, Delaney sent off for Palace
177,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,560.32,561.34, and Matulakwata
178,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,561.34,562.76, for Chelsea
179,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,562.76,562.8, for Chelsea
180,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,562.8,562.84, for Chelsea
181,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,562.84,562.9, for Chelsea
182,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,562.92,565.92, and again that was refereed by today's referee
183,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,565.92,566.72, Craig Corson
184,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,566.72,569.34, yeah and I think both the decisions were correct ones
185,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,569.34,570.22, the two sending off
186,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,570.22,570.96, one for Delaney
187,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,570.96,574.04, obviously and Matulakwata
188,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,574.04,575.06, he was a straight red
189,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,575.06,576.46, but it was a good game of football
190,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,576.46,577.2, I must admit
191,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,577.2,580.44, and I don't think this one's going to be any different today
192,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,580.44,584.54, Palace changed at Palace since then
193,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,584.54,588.61, Huck was in charge
194,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,588.61,594.85, taking a change of direction in the new year
195,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,594.85,597.41, when they turned to Alan Pardew
196,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,597.41,598.75, that's that
197,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,598.75,607.89, by the way
198,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,607.89,616.61, that's the best goal
199,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,616.61,616.87, again
200,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,616.87,617.81, just a bit more
201,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,617.81,618.55, but he's going to have to do it
202,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,618.55,619.47, he's going to have to do it
203,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,619.47,620.83, that's the way he is
204,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,620.83,621.53, he's going to have to do it
205,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,621.53,622.41, that's the way he is
