id,game,half,start,end,text
31,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,144.269,145.414,He just lost his footing there.
32,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,147.723,148.164,"Yeah, he just..."
33,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,150.057,155.727," Slight groin there, I think, because Kapai put him under a little bit of pressure, tried to nick the ball, just knocked him off balance as he was dribbling."
34,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,156.837,158.7," Just shaking himself off a little bit there, Hazard."
35,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,158.721,159.742,He just looked like he was strained.
36,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,165.246,169.975, Marc Belacquete has seen off all comers in that left-back position for Chelsea.
37,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,172.901,173.202,Pedra.
38,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,176.192,181.34, goal for him on his Chelsea debut last weekend goal and an assist at West Brom
39,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,185.014,192.644," Just what they needed Chelsea to freshen it up, someone with a little bit of pace that, aside from when he's got the ball, when he hasn't got it, he'll get after it straight away."
40,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,192.884,194.326,And that's the cue for the rest of the team.
41,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,196.636,196.817, Ivanovic.
42,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,196.837,197.057,Now Hazard.
43,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,197.117,197.278,Willian.
44,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,197.298,197.458,Ivanovic.
45,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,205.253,206.194, Van Ritsch looking for help.
46,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,206.494,207.354,Willian has provided it.
47,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,207.414,210.316,Eventually he's dispossessed by Kabat.
48,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,210.336,214.358,He's promptly given the ball to Matic.
49,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,217.998,218.319, William.
50,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,219.18,220.542,Set free by Ivanovic.
51,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,222.986,225.611,Ivanovic again.
52,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,227.833,229.898, Good play down that right-hand side from Chelsea.
53,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,229.958,231.242,Pedro eventually had his shot.
54,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,231.302,232.906,"Trust me, I told you we'd be busy."
55,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,232.966,235.211,First goal of the afternoon has come at Anfield.
56,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,235.512,236.894, But not for Liverpool.
57,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,236.954,238.918,Manuel Lanzini at the back post.
58,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,239.238,241.722,"Scruffy little opener, but West Ham don't care."
59,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,241.982,242.603,What a start.
60,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,244.266,248.695, Ivanovic and then he fires over the top as well but nice and sharp in that last third
61,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,255.461,261.267, How much more business will Chelsea do before the transfer window closes at the start of next week?
62,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,263.342,267.089," in link repeatedly with John Stones, the Everton defender."
63,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,267.831,271.317,Talk of the bid going up from just over 20 million to close to 40 million.
64,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,272.709,276.286, Everton and their owner Bill Kenwright making it absolutely clear that they're going to hold on to it.
65,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,279.977,287.885, further speculation yesterday that Chelsea might also make a move for the French international midfielder Paul Pogba of Juventus.
66,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,291.303,298.843, such as a revolving door in football Julian Draxler's move from Schalke of Germany to Juventus suggests that
67,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,299.773,306.255, There might be an opportunity for the Italians who reached the Champions League final to say goodbye to Pogba.
68,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,309.619,312.504, black armbands today for all the Crystal Palace staff.
69,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,314.264,318.067, Mark of respect for Yannick Balassi's father who died last weekend.
70,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,318.107,321.449,But Balassi is on the bench for Palace again today.
71,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,323.353,325.736, Both his parents used to watch all his games.
72,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,332.099,333.462, I like the way Palace are lining up.
73,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,333.763,336.329,"Connor Wickham up front, really the furthest up front."
74,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,336.409,340.278,"He's the spearhead of the attack, but there's plenty of pace in and around him."
75,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,342.998,351.845," Now punching in the central area Ward Punching, giving Matic the slip"
76,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,355.706,358.051," Zaha, taking on Ivanovic."
77,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,362.019,362.781,Palace get the corner.
78,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,363.786,367.491," Well, he's been got at the last couple of weeks, hasn't he, Ivanovic, in that right-back spot."
79,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,367.571,369.113,No doubt they'll target him today.
80,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,369.193,370.354,One-on-one situations.
81,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,371.335,379.82, a little bit unlucky here so I guess the ball with his feet tries to get to the dead ball line twisting and turning Ivanovic but this time he defends well gets his blocking
82,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,381.291,384.015, Palace have got that attacking option up there all around Wiccan.
83,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,386.058,389.542,Palace have shown already this season that they can be invented with their set plays.
84,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,390.776,391.994, but is not the best example.
85,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,401.061,405.318," It seemed very important when you have got that place, the likes of Sacco and Zaha."
86,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,406.041,415.097, function in the middle of the park there that you have someone who can supply the passes and the acquisition of Kabay has been outstanding he's the one who can see a pass that fraction of a second earlier
87,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,415.538,417.52, and obviously released those players that bit quicker.
88,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,417.56,424.165,Dubai worked under Alan Pardew at Newcastle.
89,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,433.217,433.934, Whoopins Challenge.
90,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,437.625,441.857, And you can see a little bit of a changing around in those three behind Costa already.
91,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,441.877,443.983,"You've got Pedro, Willian and Hazard there."
92,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,444.806,451.44, they're going to rotate they won't be like liking to get stuck left right and middle so to speak you'll find them rotating during the game
93,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,458.72,462.743, Azuma has really developed at Stamford Bridge in the last 12 months or so.
94,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,463.624,466.406,He made his Premier League debut at this time last year.
95,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,473.677,473.857, Matic.
96,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,473.878,474.058,Fabregas.
97,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,474.078,474.319,Now Ivanovic.
98,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,487.506,489.867, Craig Coulson initially gave Thales the advantage.
99,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,493.579,498.953, start for palestine we're only just coming up to the eight minute mark but they've started really well on the front foot
100,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,499.844,502.492," Trying to close Chelsea down there, trying to meet them high as well."
101,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,502.532,506.485,They're not allowing Chelsea to have possession easy in that back line.
102,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,507.455,509.901," Every time Matic gets the ball, someone gets around him."
103,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,510.082,511.746,Because Matic is the one that starts it off.
104,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,511.766,513.209,And they have to stop that supply.
105,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,524.451,525.514, That's aimed towards Wickham.
106,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,526.958,528.001,And jumped by Matic.
107,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,534.457,535.118, Diego Costa.
108,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,535.82,539.246,"Too many of these anymore direct from a free kick, but Sunderland have just come up with one."
109,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,539.947,541.25,The away teams are at it again.
110,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,541.65,547.734," Jan Mbia this time with a beautifully struck free kick, but I'm guessing questions will be asked in the Villa defence."
111,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,547.954,548.595,"Sunderland lead, 1-0."
112,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,550.903,558.55, And then for fixture which you saw in October of last year was one which was marked by a couple of dismissals Delaney
113,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,559.291,561.377, sent off Papalis and Apoloqueta
114,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,562.659,563.261, for Chelsea.
115,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,563.522,566.59,"Again, that was refereed by today's referee, Greg Corson."
116,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,566.61,570.3,"Yeah, and I think both the decisions were correct ones, the two sending off."
117,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,570.361,571.002,One for Delaney.
118,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,572.526,575.112," Obviously, and Aspilicueta, he was a straight red."
119,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,575.152,577.256,"But it was a good game of football, I must admit."
120,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,577.276,580.403,And I don't think this one's going to be any different today.
121,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,582.659,588.572, has changed the palace since then was in charge
122,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,592.827,598.673, was taking a change of direction in the new year when they turned to alan carter that's that
123,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,607.546,608.188, And again by Zouma.
124,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,608.208,608.629,Pedra.
125,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,615.37,617.235, There's old Barcelona buddy Fabregas.
126,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,618.919,619.46,Pedro again.
127,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,621.271,623.033, This is where Palace has just dropped off now.
128,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,623.053,624.314,Just dropped off a little bit deeper.
129,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,624.334,627.417,"When Chelsea have got good possession, then they have to drop off."
130,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,628.178,630.24,And you've got to stop Chelsea getting in between the lines.
131,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,632.705,633.546, Super cross-field pass by William Fabregas.
132,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,645.707,646.95, for 1-1 at Villa Park.
133,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,647.05,647.491,Penalty.
134,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,647.671,648.794,Great chance to respond.
135,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,648.854,650.557,Haven't held the league long enough.
136,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,650.617,654.565,"Lee Catamol with a ridiculous challenge, giving away the penalty."
137,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,655.146,658.839, Sinclair fresh from his goal-scoring exploits in midweek.
138,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,660.143,660.705,No problem.
139,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,660.725,660.745,1-1.
140,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,666.376,666.989, Diego Costa.
141,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,673.681,677.671," Lots of good Chelsea passing, but really can't get in between the Palace players there."
142,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,677.691,678.634,That's good defending.
143,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,680.179,684.65," which is what they don't want Palace to leave Conor Wickham isolated against the two, Zouma and Keogh."
144,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,686.454,692.449," Even when they break play up, they've got to be brave and try to pass it out rather than trying to hit the front man straight away who's going to become isolated."
145,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,700.538,704.688, from a wicket who scored for Sunderland here in the early part of last year.
146,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,705.47,708.738,One and only defeat in 51 Jose Mourinhos.
147,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,709.46,713.88, Chelsea a home defeat in his two stars as a manager in the Premier League.
148,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,715.715,722.756," This is his 100th home fixture and to complete the symmetry, it's his 200th game in the Premier League in charge of Chelsea."
149,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,727.654,728.055, Fabregas brilliant
150,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,736.834,737.656, There's no way to go Sackler dispossessed
151,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,749.869,756.578, No real danger for the keeper there McCarthy that was an easy one to pick up but
152,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,757.059,758.9, Again Chelsea trying to move the ball about.
153,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,759.161,762.563,Palace just got caught in possession there but that shouldn't frighten them.
154,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,762.603,763.824,They've still got to play their way up.
155,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,773.703,775.147, He didn't put any shoulder into that.
156,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,776.751,777.192,Talis free kick.
157,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,777.333,781.704,That's a free kick which has irritated Jose Mourinho.
158,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,788.477,795.303, Sometimes I feel it's a little bit of an act down there for Jose and he's acting for his own purposes the team Trying to show his commitment to the team.
159,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,795.323,796.725,I think this is clearly a foul.
160,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,796.745,797.425,Look William just
161,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,798.266,799.389, Pushes into Ward.
162,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,799.449,800.311,That's clearly a foul.
163,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,800.331,801.894,So I don't think we can have any grumbles there.
164,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,801.934,805.081,But just trying to show his commitment to the team in the course.
165,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,806.103,806.925,Trying to get him going.
166,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,810.074,816.461," As the manager was saying this week, Chelsea are the team that everybody loves to see beaten."
167,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,819.155,820.623," of course, in that stage mentality."
168,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,822.633,823.297,In by Hazard.
169,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,838.729,839.23, Ambitious from William.
170,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,848.004,851.107," Well, he doesn't mind having a go, but he's not got that great a goalscoring record."
171,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,851.127,856.052,"I think he's a super player for Chelsea, whether he plays right or left or middle in the three behind Costa."
172,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,856.733,864.409, certainly works hard gets after the ball he's good on the ball but that finishing shot or pass has got to improve he's a quality player but
173,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,865.441,870.53," The real top, top quality players are judged by their final ball or their final strike on goal."
174,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,872.66,881.986, to claim the goal on the opening weekend when chelsea were held here 2-2 by swansea he was credited as a pedrica fernandez's own goal eventually
175,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,888.791,894.367, Jose Mourinho there trying to brush away a little bit of perspiration from under his eyes.
176,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,894.467,896.673,It is a hot and sticky afternoon in West London.
177,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,903.231,903.584, That's it.
178,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,919.395,921.817, And respite this week for Wilfried Zahe.
179,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,921.857,928.263,He played 90 minutes plus extra time for Palace on Tuesday when they defeated Shrewsbury in the League Cup.
180,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,931.263,939.996, Chelsea have had a full week to prepare but they will lose a few from the training ground at Cobham this week as we do have another international break.
181,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,945.828,947.772, It doesn't mean that there is a very disjointed start.
182,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,947.832,952.782,The Premier League campaign does it with the transfer window closing at the end of August.
183,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,952.842,955.187,"And then, no sooner have we got four fixtures out the way..."
184,england_epl/2015-2016/2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,956.048,958.954, There is another breather for two rounds of internationals.
