id,game,start,end,text,付加的情報か,大分類,小分類,備考
4608,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,29:18,29:24,Keepers love it at that height.,0,,,This comment represents a general opinion about goalkeepers and penalty height.
4649,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,32:26,32:34,"Arsenal's confidence at the moment, both the holding midfield players were pushing up to join in the attack.",1,,,This comment represents current game stats and tactics.
4667,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,33:54,34:00,Liverpool lead to Barcelona.,0,,,This comment does not contain any supplementary information or statistics.
4705,2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,37:24,37:57,Alberto Moreno.,0,,,This comment simply refers a player name.
4866,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,02:14,02:21,I think Juventus' transfer is more important.,0,,,This comment represents subjective opinion from commentator.
4898,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,04:05,04:12,Kielin.,0,,,This comment simply refers a player name.
5025,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,14:01,14:07,Di Balla plays the ball to Dani Alves.,0,,,This comment simply refers a player name.
5033,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,14:25,14:31,He won the Champions League several times.,1,,,This comment contains supplementary information about the player's past achievements in the Champions League.
5058,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,15:56,16:02,I never doubted that Juventus would win.,0,,,This comment represents subjective opinion from commentator.
5160,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,25:46,25:55,Although I think there are other contenders.,0,,,This comment represents subjective opinion from commentator.
5170,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,26:37,26:53,Massimiliano Allegri.,0,,,This comment simply refers a person's name.
5204,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,29:49,29:55,Petrushan has to score again.,0,,,This comment simply refers a player name.
5275,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,34:12,34:19,"Undoubtedly, he is qualified for the most important role.",0,,,This comment represents subjective opinion from commentator.
5347,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,39:28,39:32,Dybala again with the ball.,0,,,This comment simply refers a player name.
5371,2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina,40:37,40:46,At least many remember his saves in the match against France.,1,,,This comment refers to a specific event in the past match.
5538,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,19:41,19:45,But that's how it can also go.,0,,,This comment does not contain any supplementary information or statistics.
5640,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,33:59,34:10,"So, okay, I think that's standard now, although everyone else saw that there was something.",0,,,This comment represents subjective opinion from commentator.
5663,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,36:32,36:46,"But again, good, but actually Kaiser slipped away beforehand.",1,,,This comment refers to a specific event in the current game.
5666,2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund,36:50,37:02,"As a central defender, I don't know how Badr is under pressure.",1,,,This comment refers to the performance of a specific player in the current game.
5712,2017-01-21 - 19-00 Nantes 0 - 2 Paris SG,00:44,00:55,Yassine Bamou for the center in the direction of Salah.,0,,,This comment simply refers a player name and a game event.
5770,2017-01-21 - 19-00 Nantes 0 - 2 Paris SG,05:08,05:11,"No, because it's cut by Leo Dubois.",1,,,This comment refers to a specific event in the current game.
5924,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,07:44,07:47,The championship is very exciting.,0,,,This comment represents subjective opinion from commentator.
5954,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,08:49,08:55,Malaga are trying to put pressure on them.,1,,,This comment represents current game stats.
5995,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,10:09,10:11,It's perfect for Isco.,0,,,This comment simply refers to a player's performance.
6040,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,11:42,11:48,Malaga's pressure is going down to the floor to get the ball out for Mikel.,0,,,This comment does not contain any supplementary information or statistics.
6062,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,12:26,12:28,Danilo's fallen asleep.,0,,,This comment does not contain any supplementary information or statistics.
6068,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,12:33,12:36,He's caught the ball.,0,,,This comment does not contain any supplementary information or statistics.
6119,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,43:47,43:59,Two points for Malaga and two points for Barcelona.,1,,,This comment represents current game stats.
6139,2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,44:52,44:56,...doesn't participate in the play.,1,,,This comment refers to a specific event in the current game.
6151,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,00:19,00:25,He passes it to Casemiro to pick up the ball.,0,,,This comment does not contain any supplementary information or statistics.
6158,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,00:36,00:40,A wonderful pass from Denis.,0,,,This comment simply refers a player's action.
6288,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,06:28,06:33,So it will be a goal kick.,1,,,This comment represents a current game event.
6377,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,12:19,12:23,The assist is from Gareth Bale.,1,,,This comment refers to a specific event in the current game.
6404,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,14:23,14:31,"Denis, more from Brais, Brais in the first, the bull does not arrive, the rebound can favor Aspas.",0,,,This comment does not contain any supplementary information or statistics.
6446,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,19:46,19:57,"Modric got into a trap, he wanted to get out of it, provoking a corner.",1,,,This comment refers to a specific event in the current game.
6559,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,27:48,27:54,"Well, no, it was finally Marcelo's hand.",1,,,This comment refers to a specific event in the current game.
6721,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,38:49,38:57,"Lobotka, pressed by Kroos.",0,,,This comment simply refers a player name and an action.
6810,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,42:41,42:45,He's in a hurry to get Ruben.,0,,,This comment does not contain any supplementary information or statistics.
6881,2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid,45:21,45:25,He's got it again.,0,,,This comment does not contain any supplementary information or statistics.
