id,game,start,end,text,付加的情報か,大分類,小分類,備考
31889,england_epl/2016-2017/2016-10-29 - 17-00 Tottenham 1 - 1 Leicester,42:09,42:14,The grappling has gone on throughout the game.,1.0,,0.0,This comment refers to a specific event in the current game.
37404,england_epl/2016-2017/2016-12-27 - 20-15 Liverpool 4 - 1 Stoke City,18:54,19:02,"It's not the greatest ball through, and it should be dealt with by the Liverpool defenders, but they miss it out, and he gets on to it really well.",1.0,,2.4,This comment refers to the specific events in the current game.
39486,england_epl/2016-2017/2017-01-14 - 20-30 Leicester 0 - 3 Chelsea,20:03,20:10,And have conceded a couple in both of their last two games in the Premier League.,1.0,,2.3,This comment contains statistics from the team's recent matches.
44760,europe_uefa-champions-league/2014-2015/2014-11-04 - 22-45 Dortmund 4 - 1 Galatasaray,33:46,34:16,"34 ist er, im Februar wird er 35, Sebastian Kehl, aber so richtig führt an ihm kein Weg vorbei.",1.0,,1.1,This comment contains past player stats and subjective opinion.
44833,europe_uefa-champions-league/2014-2015/2014-11-04 - 22-45 Dortmund 4 - 1 Galatasaray,40:55,41:01,Saisonübergreifend.,1.0,,0.0,This comment contains supplementary information about the player's performance across seasons.
45967,europe_uefa-champions-league/2014-2015/2014-11-05 - 22-45 Ajax 0 - 2 Barcelona,36:06,36:21,"Just for the record, his last hat-trick in the Champions League was September last season against Ajax.",1.0,,1.4,This comment contains specific statistics and data about the player's performance in the Champions League.
58545,europe_uefa-champions-league/2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich,37:00,37:13,"He's one of the few who's played every minute in the Champions League for Porto so far this season, that will come to an end.",1.0,,1.5,This comment contains specific player statistics from the current season.
59327,europe_uefa-champions-league/2014-2015/2015-04-21 - 21-45 Barcelona 2 - 0 Paris SG,24:55,25:01,Showboating here with Dani Alves and Lionel Messi.,1.0,,0.0,This comment refers to a specific event in the current game.
64337,europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 AS Roma 1 - 1 Barcelona,39:33,39:41,Gent's first ever game in either the European Cup or Champions League.,1.0,,2.3,This comment contains historical information about the team's first game in a specific competition.
66648,europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Olympiakos Piraeus 0 - 3 Bayern Munich,07:42,07:48,Das erste von 23.,1.0,,1.4,This comment contains specific statistics about the player's performance in the Champions League.
68619,europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 FC Porto 2 - 1 Chelsea,12:08,12:22,Gareth Bale gave a bit of a going-over in those Spurs intermatches a few seasons ago.,1.0,,1.8,This comment contains past player stats and performance in previous matches.
70426,europe_uefa-champions-league/2015-2016/2015-11-03 - 18-00 FC Astana 0 - 0 Atl. Madrid,34:08,34:17,And they have only conceded eight goals in 13 games in all competitions this season.,1.0,,1.4,This comment contains statistics researched from current and past matches.
71664,europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Manchester United 1 - 0 CSKA Moscow,36:16,36:31,"We saw Rocco then hitting the ball wide, but he's in the six-yard box as a left-back, and Manchester United are getting an awful lot of bodies forward, and if you do that the ball's gonna drop to you at some point.",1.0,,1.5,This comment refers to the current game's events and player positioning.
72552,europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City,34:15,34:18,And it is another corner.,1.0,,1.5,This comment refers to a specific event in the current game.
78692,europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Juventus 1 - 0 Manchester City,04:31,04:49,"Short option, Navas working this with De Bruyne, who slides a very good ball in, Aguero attacking that area, to Amande, and then Fernandinho, not that far away.",1.0,,0.0,This comment refers to specific events and actions in the current game.
79777,europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG,29:26,29:28,Il y a des appels très tranchants.,1.0,,0.0,This comment refers to specific events in the current game.
84855,europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,14:42,14:46,Cavani premier poteau c'est sauvé sur sa ligne par Aaron Ramsey.,1.0,,0.0,This comment refers to a specific event in the current game.
91352,france_ligue-1/2016-2017/2017-02-10 - 22-45 Bordeaux 0 - 3 Paris SG,22:25,22:28,On sait qu'il souffrait du mollet.,1.0,,1.1,"This comment refers to a player's injury status, which is a piece of supplementary information."
96357,germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt,23:56,24:00,Es ist sein 14.,1.0,,1.4,This comment contains statistical information about the player's performance.
96517,germany_bundesliga/2014-2015/2015-04-25 - 19-30 Bayern Munich 1 - 0 Hertha Berlin,00:15,00:35,"Martinez is on the bench, Rafinha has got a groin injury, Ribéry still has that ankle problem and Robben a little bit too early for him to come back as well.",1.0,,1.1,This comment contains injury updates and player status.
98556,germany_bundesliga/2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,09:15,09:35,Finally Guardiola has tempted him to the Allianz Arena.,1.0,,1.8,This comment refers to a player's transfer and past achievements.
100962,germany_bundesliga/2015-2016/2015-09-22 - 21-00 Bayern Munich 5 - 1 Wolfsburg,33:27,33:33,Bei Bayern fehlt die Unterstützung aus dem Mittelfeld heraus.,1.0,,2.1,This comment contains tactical analysis of the game.
101337,germany_bundesliga/2015-2016/2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich,30:14,30:26,"Minute nach schöner Vorarbeit von de Blasis, als er frei steht knapp neben das Tor von Manuel Neuer zielte.",1.0,,1.5,This comment contains specific event details from the current match.
103293,germany_bundesliga/2015-2016/2016-04-02 - 16-30 Bayern Munich 1 - 0 Eintracht Frankfurt,33:10,33:16,Immer wieder sauberes Verschieben im Mittelfeld.,1.0,,2.4,This comment contains tactical information about the team's playing style.
104256,germany_bundesliga/2015-2016/2016-04-23 - 16-30 Hertha Berlin 0 - 2 Bayern Munich,12:42,12:53,Sie kriegen wieder eine Ballbesitzstatistik.,1.0,,0.0,This comment refers to a specific statistic from the current match.
105381,germany_bundesliga/2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg,01:24,01:30,Nach dem Leipzig-Spiel wohlgemerkt.,1.0,,0.0,This comment refers to a specific past match.
108566,germany_bundesliga/2016-2017/2016-12-10 - 17-30 FC Koln 1 - 1 Dortmund,17:03,17:16,"In der Offensive wird er gesucht und sie finden ihn dann auch häufig, weil er sich gut bewegt.",1.0,,1.8,This comment contains statistics about the player's performance in the current match.
108615,germany_bundesliga/2016-2017/2016-12-10 - 17-30 FC Koln 1 - 1 Dortmund,22:44,23:29,"Sieht so aus, als wenn sich Reus der Angelegenheit ganz gerne annehmen würde, der ja in dieser Saison was Wunder, wo er heute erst zum dritten Mal in der Bundesliga spielt, noch auf sein Tor wartet.",1.0,,1.4,This comment contains past person stats.
109326,germany_bundesliga/2016-2017/2016-12-20 - 22-00 Dortmund 1 - 1 FC Augsburg,32:00,32:41,Mit 1-0 durch den Ex-Dortmunder Guy und dessen drittes Saisontor.,1.0,,1.4,This comment contains past person stats.
112092,germany_bundesliga/2016-2017/2017-04-01 - 16-30 Schalke 1 - 1 Dortmund,27:11,27:13,Die Verzeihung nach 26 Minuten ist auch eindeutig.,1.0,,0.0,This comment refers to a specific event in the current game.
112597,germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln,10:37,10:49,Fünftes Spiel in Folge für ihn von Beginn an.,1.0,,1.4,This comment contains past person stats.
113636,italy_serie-a/2014-2015/2015-04-11 - 21-45 Verona 0 - 3 Inter,09:44,09:54,Well schooled at Chelsea.,1.0,,1.1,This comment refers to the player's past experience at a specific club.
116545,italy_serie-a/2014-2015/2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina,12:51,12:59,Which is the last European slot.,1.0,,3.3,This comment contains supplementary information about the current league standings.
116610,italy_serie-a/2014-2015/2015-04-29 - 21-45 Juventus 3 - 2 Fiorentina,16:34,16:40,Talks about him being sold on in fact.,1.0,,1.8,"This comment refers to a player's potential transfer or future plans, which is a form of supplementary information."
117974,italy_serie-a/2014-2015/2015-05-10 - 21-45 Lazio 1 - 2 Inter,23:32,23:38,And Mauricio has been given a red card on 24 minutes.,1.0,,1.5,This comment refers to a specific event in the current game.
117982,italy_serie-a/2014-2015/2015-05-10 - 21-45 Lazio 1 - 2 Inter,23:56,24:01,Let's see it again.,1.0,,0.0,This comment refers to a specific event in the game.
117983,italy_serie-a/2014-2015/2015-05-10 - 21-45 Lazio 1 - 2 Inter,24:00,24:02,He was definitely beyond this man.,1.0,,0.0,This comment refers to a specific event in the current game.
118132,italy_serie-a/2014-2015/2015-05-10 - 21-45 Lazio 1 - 2 Inter,34:25,34:43,Juventus already been crowned champions and they play Real Madrid midweek.,1.0,,2.5,This comment refers to upcoming matches and past events.
120294,italy_serie-a/2015-2016/2015-09-22 - 21-45 Udinese 2 - 3 AC Milan,06:30,06:40,"Но нанесли за весь матч лишь один удар поворотом, который стал в итоге голевым.",1.0,,2.4,This comment contains specific match statistics.
121200,italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus,22:53,23:01,"Арбитр показывает, где был первый фо.",1.0,,2.4,This comment refers to a specific event in the current game.
122752,italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese,15:33,15:45,Прорыв Эдмера и вопросы по поводу нарушения правил.,1.0,,0.0,This comment refers to specific events in the current game.
127226,italy_serie-a/2016-2017/2016-09-21 - 21-45 AS Roma 4 - 0 Crotone,03:59,04:03,Как в первом туре над Удинезой 4-0.,1.0,,2.3,This comment refers to specific match results and scores.
130417,italy_serie-a/2016-2017/2016-10-02 - 19-00 AC Milan 4 - 3 Sassuolo,37:26,37:37,"Как раз, по-моему, сам Дорио, когда Бакка остался на лавке, и в итоге вышел на замену и забил победный мяч.",1.0,,1.4,This comment refers to a specific event in the current game.
135069,italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli,01:16,01:20,"В частности, сегодня 42-й номером Амаду Дьявара.",1.0,,1.5,This comment contains specific player information.
146143,italy_serie-a/2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma,31:20,31:38,На 21 минуте он забивает.,1.0,,1.5,The comment contains specific event details from the match.
148032,italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli,18:55,18:58,3 гола забил.,1.0,,1.4,This comment contains past person stats.
175203,spain_laliga/2015-2016/2015-09-26 - 19-15 Real Madrid 0 - 0 Malaga,19:22,19:46,"Sí, el Málaga está apretando bien sobre todo en el centro del campo y el Real Madrid, bueno, yo creo que tiene que tener un poquito más de paciencia y elaborar como los cinco primeros minutos que ha hecho llevar el balón de Marcelo a Carvajal sin tener ningún tipo de prisa.",1.0,,2.4,This comment contains tactical analysis and observations of the current game.
182770,spain_laliga/2016-2017/2016-08-21 - 21-15 Real Sociedad 0 - 3 Real Madrid,02:24,02:28,"Ramos pega un gol muy bueno, Carvajal, el centro es buenísimo.",1.0,,0.0,This comment contains specific event details from the current game.
183047,spain_laliga/2016-2017/2016-08-21 - 21-15 Real Sociedad 0 - 3 Real Madrid,27:01,27:07,Está regalando mucho balón también.,1.0,,0.0,This comment refers to the current game's statistics.
187746,spain_laliga/2016-2017/2016-09-21 - 23-00 Barcelona 1 - 1 Atl. Madrid,42:14,42:17,Calva la primera entrada de Sergio Busquets.,1.0,,1.5,This comment refers to a specific event in the current game.
191315,spain_laliga/2016-2017/2016-10-29 - 21-45 Barcelona 1 - 0 Granada CF,33:31,33:36,Efectivamente roza la pelota en Lombán.,1.0,,0.0,This comment refers to a specific event in the current game.
196167,spain_laliga/2016-2017/2017-01-21 - 18-15 Real Madrid 2 - 1 Malaga,28:55,29:07,"Así que vamos a estar muy pendientes de lo que pueda suceder con el brasileño, que no es la primera vez en esta temporada que ya sufre una lesión muscular.",1.0,,1.1,This comment refers to a player's injury history in the current season.
201050,spain_laliga/2016-2017/2017-03-12 - 18-15 Dep. La Coruna 2 - 1 Barcelona,01:45,01:58,"El que irá de dentro hacia afuera será Sergi Roberto, que seguramente formará la línea de 4.",1.0,,0.0,This comment contains tactical analysis and specific player positioning.
201682,spain_laliga/2016-2017/2017-03-18 - 18-15 Ath Bilbao 1 - 2 Real Madrid,10:00,10:24,En ningún caso andábamos equivocados cuando apuntábamos en la previa Santi la importancia de lo que pudiera pasar en la zona que ocupan los laterales del Real Madrid tanto en ataque como en defensa.,1.0,,1.8,This comment contains analysis of player's performance and strategy.
202006,spain_laliga/2016-2017/2017-03-18 - 18-15 Ath Bilbao 1 - 2 Real Madrid,38:10,38:17,"Lecue que ha jugado ya 90 minutos, ¿no?",1.0,,1.5,This comment refers to a specific player's playing time in the current game.
203038,spain_laliga/2016-2017/2017-04-02 - 21-45 Granada CF 1 - 4 Barcelona,04:13,04:31,"Yo creo que Luis Enrique piensa y que Rafinha jugando de interior va a participar mucho más y a la hora de mover la pelota al mejor que André Gómez y yo estoy de acuerdo con él y aleja completamente de la circulación del balón al portugués André Gómez que está aquí en la derecha, va a entrar mucho menos en juego.",1.0,,0.0,This comment contains tactical analysis and comparison of player performance.
208566,spain_laliga/2016-2017/2017-04-29 - 17-15 Real Madrid 2 - 1 Valencia,28:38,28:52,"Bueno, sus forcejeos han enganchado y yo creo que ahí el jugador del Valencia pues está listo, se ha dejado caer y el árbitro pues ha pitado falta.",1.0,,2.4,This comment refers to a specific event in the current game.
210477,spain_laliga/2016-2017/2017-05-14 - 21-00 Real Madrid 4 - 1 Sevilla,09:50,09:55,¿Cuáles son los especialistas del Real Madrid?,1.0,,0.0,This comment refers to specific player statistics and expertise.
212648,spain_laliga/2016-2017/2017-05-21 - 21-00 Barcelona 4 - 2 Eibar,41:52,42:02,Vaya jugada y viene de ese balón que ha luchado Busquets.,1.0,,1.5,This comment refers to a specific play or event in the current game.
213077,spain_laliga/2016-2017/2017-05-21 - 21-00 Malaga 0 - 2 Real Madrid,17:13,17:24,"Busca la pared, la gana Keco, la pone en el punto de penalti, se le va Danilo, evita el remate de Reccio cuando la saca el Real Madrid buscando la contra.",1.0,,0.0,This comment refers to specific events in the current game.
