id,game,start,end,text,付加的情報か,大分類,小分類,備考
20,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,01:56,02:06,"In addition, Papa Dupolos, already operated on the shoulder, which he has knocked out yesterday in training.",,,,
21,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:03,02:09,And Wendell is also missing.,,,,
22,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:06,02:12,Locked up.,,,,
23,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:09,02:21,Berrarabi.,,,,
24,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:18,02:29,Bender.,,,,
25,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:26,02:32,Leverkusen is extremely high.,,,,
26,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:30,02:34,All in the half of Zenit.,,,,
27,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:32,02:37,"Toprak, Berrarabi, who starts first over the right.",,,,
28,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:34,02:42,"Brand in the center, Son left.",,,,
29,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:37,02:47,But that will change more often in the course of this game.,,,,
30,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:42,02:50,V. from Toprak.,,,,
31,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,02:47,03:03,Berrarabi.,,,,
32,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:00,03:14,Dani is struggling a little bit.,,,,
33,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:11,03:16,On the legs again.,,,,
34,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:14,03:18,That the action.,,,,
35,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:16,03:20,Toprak catches him back there.,,,,
36,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:18,03:23,On the calf.,,,,
37,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:20,03:32,Bender.,,,,
38,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:30,03:34,And Wetzel.,,,,
39,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:32,03:36,"Also, he got a little bit.",,,,
40,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:34,03:38,Not that Leverkusen continues like this.,,,,
41,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:36,03:41,Like in Hamburg on the weekend.,,,,
42,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:38,03:46,"When this poisoned game, when the return of Shalalolu to HSV.",,,,
43,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:43,03:50,A new record of fouls this season in the Bundesliga.,,,,
44,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:46,03:53,And on yellow cards was set up.,,,,
45,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:50,04:02,Berrarabi.,,,,
46,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,03:59,04:08,Now Hulk up.,,,,
47,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:05,04:24,Now Berrarabi in the center.,,,,
48,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:22,04:27,Brand for it on the right.,,,,
49,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:24,04:32,And we see the many reds there.,,,,
50,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:29,04:35,Pushing in the direction of 16 from Zenit.,,,,
51,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:32,04:38,So don't wait and let Zenit come.,,,,
52,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:35,04:41,"On the contrary, Leverkusen goes on top.",,,,
53,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:38,04:51,Donati didn't pay attention.,,,,
54,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:48,04:55,Ball was outside.,,,,
55,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,04:51,05:24,The Russians have the top game on the weekend.,,,,
56,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:21,05:27,In the Premier League.,,,,
57,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:24,05:30,Won at home.,,,,
58,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:27,05:32,In Moscow.,,,,
59,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:30,05:34,With 1 to 0.,,,,
60,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:32,05:36,Goalkeeper was Javi Garcia.,,,,
61,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:34,05:39,"The Spaniard, the defensive midfielder.",,,,
62,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:36,05:42,Man foul from Brand.,,,,
63,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:39,05:45,And now the goalkeeper.,,,,
64,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:42,05:51,Man foul from Brand.,,,,
65,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:48,05:57,I don't know if he even touched him.,,,,
66,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:54,06:00,I don't think so.,,,,
67,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,05:57,06:03,Dani was out with the ball on the way.,,,,
68,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:00,06:06,And then misses the free kick.,,,,
69,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:03,06:09,"After the victory in Moscow, 7 points lead.",,,,
70,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:06,06:12,In the championship.,,,,
71,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:09,06:18,So Zenit seems to be trying to figure out what they missed in the last season.,,,,
72,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:15,06:21,The title national.,,,,
73,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:18,06:24,Hulk.,,,,
74,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:21,06:27,Toprak is there.,,,,
75,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:24,06:30,Bender and Brand.,,,,
76,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:27,07:00,"Tor carbine, Brunke.",,,,
77,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,06:58,08:05,Son could have missed a few chances from a distance this season.,,,,
78,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:00,08:15,Garei.,,,,
79,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:14,08:26,Daniukov.,,,,
80,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:25,08:28,Hulk.,,,,
81,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:27,08:28,Daniukov.,,,,
82,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:28,08:31,No goal from Dani.,,,,
83,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:30,08:35,André Villas-Boas.,,,,
84,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:34,08:39,He played against Chelsea in the Champions League against Leverkusen.,,,,
85,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:35,08:42,"Three years ago, two times in the group stage.",,,,
86,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:40,08:44,"One win, one defeat.",,,,
87,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:42,08:46,Chelsea came in as the group's first forward.,,,,
88,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:44,08:47,Leverkusen as the second.,,,,
89,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:46,08:59,Dennis Vanderpool.,,,,
90,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,08:58,09:01,Danny Palm.,,,,
91,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:00,09:03,Man United.,,,,
92,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:02,09:10,Roberto.,,,,
93,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:10,09:19,Max走 Cristiano Ronaldo.,,,,
94,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:17,09:26,"Criceto, not bad, but a bit too far for Hulk.",,,,
95,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:19,09:55,"That will be a big task for the 18-year-old Tinetwey, who once in the league, also against Stuttgart at 3-3, as a left defender, otherwise in the inside defense or as a right defender, usually offered.",,,,
96,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:26,10:00,Hulk is the man to take it out of the game.,,,,
97,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,09:56,10:04,He has scored four of the last six Champions League goals for Zenit.,,,,
98,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:00,10:24,Zidane!,,,,
99,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:04,10:24,Zidane!,,,,
100,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:04,10:26,Let's go in there.,,,,
101,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:24,10:52,"You can definitely run up to Ludwig, who shows weaknesses more often in the game, the Russian goalkeeper.",,,,
102,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:34,10:56,"Witsel, again Ludwig.",,,,
103,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:53,11:12,"At the moment, the game is only about the four defensive lines and the goalkeeper.",,,,
104,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,10:56,11:20,"Now, for a long time, from Arne Joukow, Leverkusen, he goes to work with five players in the opposing half.",,,,
105,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:12,11:23,"Son, Kessling.",,,,
106,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:21,11:34,"Hulk, Spajic, unhappy.",,,,
107,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:31,11:37,"Dani, still.",,,,
108,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:35,11:43,And then it was Portuguese who was last.,,,,
109,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:40,11:54,"Born in Brazil, he was accommodated at FC Porto.",,,,
110,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:51,11:58,He then played for the Portuguese national team.,,,,
111,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:55,12:00,Arne Joukow.,,,,
112,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,11:59,12:11,"Son, again whistled.",,,,
113,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:09,12:14,"So, Majenko.",,,,
114,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:12,12:19,The one or another a little bit small.,,,,
115,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:16,12:22,"You don't have to doubt that either, I think.",,,,
116,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:19,12:24,"Hulk, Spajic, unhappy.",,,,
117,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:22,12:38,"Standard situation, usually not the strength of Zenit.",,,,
118,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:34,12:41,The free kick is great from Hulk.,,,,
119,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:38,12:54,"Normally, the goals are excluded from the game for the Russians.",,,,
120,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:41,12:58,"Here, Hulk would have almost surprised Leno.",,,,
121,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,12:55,13:12,"Leno, unhappy.",,,,
122,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:11,13:28,Look again.,,,,
123,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:27,13:29,Direct free kick.,,,,
124,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:28,13:31,"So, that would have counted.",,,,
125,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:29,13:36,Leno is waiting for someone to go there by head.,,,,
126,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:31,13:39,But no one really climbs up.,,,,
127,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:36,13:45,"In this case, Leno would not have been so completely innocent.",,,,
128,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:41,13:50,But always difficult for a goalkeeper.,,,,
129,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:48,13:52,Such a situation.,,,,
130,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,13:51,14:02,The duel of the two Italians.,,,,
131,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:00,14:09,"On the right side of the Leverkusen, Giulio Donati and Domenico Crescito.",,,,
132,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:03,14:17,"So, and he is usually the better one at the Red Bull Nobel.",,,,
133,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:12,14:18,Hakan Salah Nolan.,,,,
134,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:17,14:22,"Last time in Hamburg, several standards that were lost.",,,,
135,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:18,14:24,Let's see what today is.,,,,
136,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:22,14:27,Bender does not bring him on goal.,,,,
137,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,14:24,15:16,The first quarter of an hour.,,,,
138,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:12,15:19,Leverkusen with more possession.,,,,
139,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:16,15:20,Almost 60%.,,,,
140,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:19,15:28,The only really thick goal is the free kick from Hulk to the aluminum.,,,,
141,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:23,15:31,Leverkusen was also lucky in the league.,,,,
142,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:28,15:34,Bellarabi scored in the second half in Hamburg.,,,,
143,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:31,15:37,Only the first goal was the 11th time.,,,,
144,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:34,15:42,"Otherwise, no team in the Bundesliga has so much bad luck.",,,,
145,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:38,15:46,They should get a little something back here.,,,,
146,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:43,15:50,Zenit is having an incredibly difficult time to win the game.,,,,
147,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:46,15:54,Not for nothing came the only chance after a resting ball.,,,,
148,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:50,15:56,Leverkusen runs with four goals.,,,,
149,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:54,15:59,The only goal is the free kick from Hulk.,,,,
150,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:56,16:03,Not for nothing came the only chance after a resting ball.,,,,
151,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,15:59,16:06,Leverkusen runs with four or five men.,,,,
152,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:03,16:09,The four defense chain is building up the game.,,,,
153,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:06,16:19,"Kießling, well through.",,,,
154,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:17,16:21,"Bellarabi, the front is around.",,,,
155,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:19,16:23,Kießling reacted well.,,,,
156,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:21,16:27,And then the position of Karin Bellarabi was relatively clear.,,,,
157,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:23,16:31,Who has not yet scored in the Champions League.,,,,
158,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:27,16:33,Four goals in the Bundesliga.,,,,
159,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:31,16:54,"Leverkusen, Leverkusen, Leverkusen.",,,,
160,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,16:51,17:11,Lombard gets behind.,,,,
161,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:09,17:24,"Leverkusen, Leverkusen, Leverkusen.",,,,
162,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:21,17:35,Tomorrow we have two German teams in action.,,,,
163,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:30,17:40,Schalke from 7 p.m. the pre-season starts in Lisbon.,,,,
164,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:35,17:42,Bayern in Rome.,,,,
165,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:40,17:45,And of course BVB later.,,,,
166,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:43,17:52,So Leverkusen comes to the pleasure of being able to play exclusively in the Champions League.,,,,
167,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:46,17:57,That should motivate them to show a good performance.,,,,
168,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:52,18:00,It was the same in the royal class.,,,,
169,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,17:57,18:02,Not always the case.,,,,
170,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:00,18:04,Schalanolo well played.,,,,
171,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:02,18:05,Bellarabi.,,,,
172,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:04,18:06,"Kiesling, Kießling.",,,,
173,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:05,18:15,"Well, there they are all of a sudden with four men.",,,,
174,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:06,18:16,No exception.,,,,
175,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:15,18:17,"The left is still burning in the middle, Kießling.",,,,
176,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:16,18:18,And at least there is a corner ball.,,,,
177,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:17,18:19,Bellarabi tried to get in the middle.,,,,
178,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:18,18:20,It definitely looks a little clearer.,,,,
179,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:19,18:21,How Leverkusen were attacking forward in the beginning.,,,,
180,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:20,18:55,This was a whistle from the former fans in Hamburg.,,,,
181,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:51,18:57,Toprak.,,,,
182,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,18:56,19:12,There was the possibility to put him back.,,,,
183,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:09,19:15,He would have become more dangerous.,,,,
184,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:13,19:18,Fire was blazing in the back room.,,,,
185,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:16,19:24,The goalkeeper was a bit too far away.,,,,
186,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:21,19:27,"Dani, look at this.",,,,
187,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:25,19:31,This was a good play by the 18-year-old.,,,,
188,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:28,19:35,Donati.,,,,
189,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:34,19:43,"Bender, Kiesling, offside.",,,,
190,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:41,19:43,"Kiesling, offside.",,,,
191,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:41,19:51,Kiesling is in the offside.,,,,
192,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:49,19:56,This looks much better than the Russians.,,,,
193,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:52,20:01,This is their favourite role.,,,,
194,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,19:58,20:05,They can't really do it for this game.,,,,
195,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:02,20:07,Dani.,,,,
196,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:06,20:10,"Kershak, great shot.",,,,
197,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:08,20:13,Witsel again.,,,,
198,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:11,20:14,And Hulk.,,,,
199,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:13,20:29,"Hulk, the power man, puts his body in.",,,,
200,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:26,20:31,"Dani, Witsel.",,,,
201,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:30,20:33,Toprak.,,,,
202,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:32,20:35,In the way.,,,,
203,2014-11-04 - 20-00 Zenit Petersburg 1 - 2 Bayer Leverkusen,20:34,20:37,I don't think he had the ball.,,,,
